itching,Ndal_skin_eruptions,continuous_sneezing,shivering,joint_pain,stomach_pain,ulcers_on_tongue,muscle_wasting,vomiting,burning_micturition,spotting_ urination,fatigue,anxiety,cough,high_fever,progNsis,Description,treatment
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,Diabetes ,Diabetes is a disease that occurs when your blood glucose also called blood sugar is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin  a hormone made by the pancreas helps glucose from food get into your cells to be used for energy.,Metformin is a tried and tested medicine that has been used for many decades to treat type 2 diabetes and is recommended by most experts as first-line therapy.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,yes,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,Gastroenteritis,Gastroenteritis is an inflammation of the digestive tract particularly the stomach and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea abdominal cramps nausea  and vomiting .,Plenty of fluids Oral rehydration drinks available from your pharmacist Admission to hospital and intraveNus fluid replacement in severe cases Antibiotics if bacteria are the cause Drugs to kill the parasites if parasites are the cause.
